#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name                        accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- -----              -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
A0A3G8VXF0_class_2_c1_domain -            137 kari_class_1_swissprot_c1_domains -            146   5.9e-17   59.8   0.1   1   1   6.4e-17   6.4e-17   59.7   0.1     1   134     1   133     1   137 0.94 -
A0A1Y1T7B9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   5.9e-17   59.8   0.1   1   1     7e-17     7e-17   59.6   0.1     1   137     1   136     1   143 0.95 -
A0A839NXM6_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   5.9e-17   59.8   0.1   1   1     7e-17     7e-17   59.6   0.1     1   135     1   134     1   140 0.96 -
A0A250FVA4_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.0   1   1   6.6e-17   6.6e-17   59.7   0.0     1   135     1   134     1   136 0.96 -
A0A2N7DLW2_class_2_c1_domain -            132 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.1   1   1   6.6e-17   6.6e-17   59.7   0.1     1   131     1   130     1   132 0.95 -
A0A521A3X7_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.1   1   1   7.2e-17   7.2e-17   59.6   0.1     1   135     1   134     1   141 0.94 -
A0A5Y2QNV9_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.0   1   1   6.6e-17   6.6e-17   59.7   0.0     1   134     1   133     1   136 0.92 -
A0A737BUV8_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.0   1   1   6.6e-17   6.6e-17   59.7   0.0     1   134     1   133     1   136 0.92 -
A0A753A581_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.0   1   1   6.6e-17   6.6e-17   59.7   0.0     1   134     1   133     1   136 0.92 -
V1GTV2_class_2_c1_domain     -            136 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.0   1   1   6.6e-17   6.6e-17   59.7   0.0     1   134     1   133     1   136 0.92 -
A0A1H6AI98_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146     6e-17   59.8   0.1   1   1   7.2e-17   7.2e-17   59.6   0.1     1   135     1   134     1   139 0.95 -
A0A2T0V9A2_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.1e-17   59.8   0.0   1   1   7.4e-17   7.4e-17   59.5   0.0     1   135     1   134     1   138 0.96 -
A0A4R2NLG5_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.1e-17   59.8   0.0   1   1   6.8e-17   6.8e-17   59.6   0.0     1   136     1   135     1   136 0.95 -
A0A657I5E2_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.0   1   1   6.7e-17   6.7e-17   59.7   0.0     1   134     1   133     1   136 0.92 -
A0A420ZEZ4_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   6.9e-17   6.9e-17   59.6   0.1     1   134     1   133     1   134 0.95 -
A0A077XMF5_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A0M3CJN9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A2T5Y935_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A3D5A4Q1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A4R3AGL2_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A4V2TTQ0_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A7K0BAN8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A7T4QVW1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A7X5YW14_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.3e-17   7.3e-17   59.5   0.1     1   135     1   134     1   140 0.96 -
A0A5Q0QEX9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   135     1   134     1   139 0.96 -
A0A2T4WTB0_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.2e-17   59.8   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   135     1   134     1   139 0.95 -
A0A2A5MDN8_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.3e-17   59.7   0.0   1   1   6.9e-17   6.9e-17   59.6   0.0     1   134     1   133     1   136 0.92 -
A0A5H5ZW59_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.3e-17   59.7   0.0   1   1   6.9e-17   6.9e-17   59.6   0.0     1   134     1   133     1   136 0.92 -
A0A5T6DIG1_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.3e-17   59.7   0.0   1   1   6.9e-17   6.9e-17   59.6   0.0     1   134     1   133     1   136 0.92 -
A0A6G9QP16_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.3e-17   59.7   0.0   1   1   7.4e-17   7.4e-17   59.5   0.0     1   134     1   133     1   137 0.95 -
A0A520Z451_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.4e-17   59.7   0.1   1   1   7.6e-17   7.6e-17   59.5   0.1     1   135     1   134     1   142 0.95 -
A0A7Y3D1T9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.4e-17   59.7   0.1   1   1   7.6e-17   7.6e-17   59.5   0.1     1   135     1   134     1   142 0.95 -
A0A1M7P0B9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.4e-17   59.7   0.3   1   1   7.4e-17   7.4e-17   59.5   0.3     1   137     1   136     1   144 0.92 -
R5EJB8_class_2_c1_domain     -            136 kari_class_1_swissprot_c1_domains -            146   6.4e-17   59.7   0.1   1   1   7.1e-17   7.1e-17   59.6   0.1     1   134     1   133     1   136 0.95 -
A0A2N3TBW2_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.5e-17   59.7   0.0   1   1   7.8e-17   7.8e-17   59.5   0.0     1   135     1   134     1   138 0.95 -
A0A7W6KGN1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.5e-17   59.7   0.2   1   1   7.8e-17   7.8e-17   59.4   0.2     1   135     1   134     1   138 0.96 -
A0A2G5K785_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.5e-17   59.7   0.2   1   1   7.7e-17   7.7e-17   59.5   0.2     1   135     1   134     1   143 0.95 -
A0A2E4FIG8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.5e-17   59.7   0.0   1   1   7.7e-17   7.7e-17   59.5   0.0     1   133     1   132     1   137 0.95 -
A0A379XWT4_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.6e-17   59.7   0.0   1   1   7.2e-17   7.2e-17   59.6   0.0     1   134     1   133     1   136 0.92 -
A0A0A2GUD7_class_2_c1_domain -            133 kari_class_1_swissprot_c1_domains -            146   6.6e-17   59.7   0.0   1   1   7.4e-17   7.4e-17   59.5   0.0     1   133     1   132     1   133 0.95 -
A0A2M8RUE5_class_2_c1_domain -            137 kari_class_1_swissprot_c1_domains -            146   6.6e-17   59.7   0.0   1   1   7.2e-17   7.2e-17   59.6   0.0     1   134     1   133     1   137 0.94 -
U7DBH2_class_2_c1_domain     -            145 kari_class_1_swissprot_c1_domains -            146   6.7e-17   59.7   0.4   1   1   7.7e-17   7.7e-17   59.5   0.4     1   136     1   135     1   144 0.94 -
A0A1H9CLS9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.7e-17   59.7   0.0   1   1   8.1e-17   8.1e-17   59.4   0.0     1   135     1   134     1   138 0.96 -
A0A2E2J3T3_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.7e-17   59.7   0.0   1   1   8.5e-17   8.5e-17   59.3   0.0     1   135     1   134     1   139 0.95 -
A0A7H1C4I6_class_2_c1_domain -            137 kari_class_1_swissprot_c1_domains -            146   6.7e-17   59.7   0.1   1   1   8.2e-17   8.2e-17   59.4   0.1     1   134     1   133     1   136 0.94 -
A0A6X8QYI8_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.8e-17   59.6   0.0   1   1   7.4e-17   7.4e-17   59.5   0.0     1   134     1   133     1   136 0.91 -
A0A1I4WCW8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   6.8e-17   59.6   0.0   1   1   8.3e-17   8.3e-17   59.4   0.0     1   135     1   134     1   137 0.96 -
A0A336NAW8_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.9e-17   59.6   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   134     1   133     1   136 0.95 -
A0A369Z8J0_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.9e-17   59.6   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   134     1   133     1   136 0.95 -
A0A3M6PHY1_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.9e-17   59.6   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   134     1   133     1   136 0.95 -
A0A3S4S3T1_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   6.9e-17   59.6   0.1   1   1   7.5e-17   7.5e-17   59.5   0.1     1   134     1   133     1   136 0.95 -
A0A1Y0M9H7_class_2_c1_domain -            133 kari_class_1_swissprot_c1_domains -            146   6.9e-17   59.6   0.1   1   1   7.7e-17   7.7e-17   59.5   0.1     1   133     1   132     1   133 0.94 -
A0A4Q0XMF0_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146     7e-17   59.6   0.2   1   1   7.8e-17   7.8e-17   59.5   0.2     1   134     1   133     1   134 0.94 -
A0A0D5M662_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     7e-17   59.6   0.0   1   1   7.9e-17   7.9e-17   59.4   0.0     1   135     1   134     1   136 0.96 -
A0A2E8FWL5_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146     7e-17   59.6   0.0   1   1   7.7e-17   7.7e-17   59.5   0.0     1   142     1   141     1   145 0.94 -
A0A7R7JBZ7_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     7e-17   59.6   0.0   1   1   7.6e-17   7.6e-17   59.5   0.0     1   134     1   133     1   136 0.94 -
A0A246RV69_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   7.1e-17   59.6   0.0   1   1   7.9e-17   7.9e-17   59.4   0.0     1   135     1   134     1   136 0.96 -
A0A520TQW9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.2e-17   59.6   0.4   1   1   8.4e-17   8.4e-17   59.3   0.4     1   136     1   135     1   143 0.94 -
A0A0X7BBF5_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.2e-17   59.6   0.1   1   1   8.6e-17   8.6e-17   59.3   0.1     1   135     1   134     1   142 0.94 -
A0A0D0GD28_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.3e-17   59.5   0.1   1   1   8.8e-17   8.8e-17   59.3   0.1     1   135     1   134     1   139 0.95 -
A0A420AY88_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.3e-17   59.5   0.2   1   1   8.7e-17   8.7e-17   59.3   0.2     1   135     1   134     1   140 0.95 -
A0A564T976_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   7.3e-17   59.5   0.0   1   1     8e-17     8e-17   59.4   0.0     1   134     1   133     1   136 0.91 -
A0A3B0CCB8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.3e-17   59.5   0.0   1   1     9e-17     9e-17   59.2   0.0     1   135     1   134     1   139 0.95 -
A0A073KJX8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.0   1   1   8.9e-17   8.9e-17   59.3   0.0     1   134     1   133     1   137 0.95 -
A0A1E3UWB7_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.0   1   1   8.9e-17   8.9e-17   59.3   0.0     1   134     1   133     1   137 0.95 -
A0A2W5DBS9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.0   1   1   8.9e-17   8.9e-17   59.3   0.0     1   134     1   133     1   137 0.95 -
A0A501Y1B1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.0   1   1   8.9e-17   8.9e-17   59.3   0.0     1   134     1   133     1   137 0.95 -
A0A1D7QF43_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.2   1   1   8.9e-17   8.9e-17   59.3   0.2     1   135     1   134     1   139 0.95 -
A0A1H0G9V1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.2   1   1   8.9e-17   8.9e-17   59.3   0.2     1   135     1   134     1   139 0.95 -
A0A3N7FCW3_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.2   1   1   8.9e-17   8.9e-17   59.3   0.2     1   135     1   134     1   139 0.95 -
A0A2H1E9F8_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.1   1   1   8.2e-17   8.2e-17   59.4   0.1     1   134     1   133     1   134 0.94 -
A0A5S9SFZ9_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.1   1   1   8.2e-17   8.2e-17   59.4   0.1     1   134     1   133     1   134 0.94 -
A0A6G9JUP4_class_2_c1_domain -            135 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.1   1   1   8.3e-17   8.3e-17   59.4   0.1     1   134     1   133     1   135 0.96 -
A0A1H4E906_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.4e-17   59.5   0.1   1   1   9.1e-17   9.1e-17   59.2   0.1     1   135     1   134     1   138 0.95 -
A0A0B4D824_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.5e-17   59.5   0.0   1   1     9e-17     9e-17   59.3   0.0     1   135     1   134     1   138 0.96 -
A0A521F313_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.5e-17   59.5   0.1   1   1   9.1e-17   9.1e-17   59.2   0.1     1   135     1   134     1   138 0.95 -
A0A8J6Q8Q8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.5e-17   59.5   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   135     1   134     1   138 0.96 -
A0A2E9ED17_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.6e-17   59.5   0.2   1   1   8.6e-17   8.6e-17   59.3   0.2     1   136     1   135     1   144 0.94 -
A0A3N7DY69_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.6e-17   59.5   0.2   1   1   9.1e-17   9.1e-17   59.2   0.2     1   135     1   134     1   138 0.95 -
A0A2L1GM44_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.6e-17   59.5   0.0   1   1   8.9e-17   8.9e-17   59.3   0.0     1   135     1   134     1   142 0.96 -
A0A1B7IFU9_class_2_c1_domain -            135 kari_class_1_swissprot_c1_domains -            146   7.6e-17   59.5   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   133     1   132     1   134 0.92 -
A0A085BIY9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   135     1   134     1   138 0.96 -
A0A1I7CD08_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.1   1   1   8.9e-17   8.9e-17   59.3   0.1     1   134     1   133     1   143 0.94 -
A0A7G5HQW9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.1   1   1   8.9e-17   8.9e-17   59.3   0.1     1   134     1   133     1   143 0.94 -
A0A085BHJ2_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   135     1   134     1   138 0.96 -
A0A1N6ED31_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   135     1   134     1   138 0.96 -
A0A3N4WWP1_class_2_c1_domain -            137 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.1   1   1   9.2e-17   9.2e-17   59.2   0.1     1   134     1   133     1   136 0.94 -
A0A6G8J4Q3_class_2_c1_domain -            137 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.1   1   1   9.2e-17   9.2e-17   59.2   0.1     1   134     1   133     1   136 0.94 -
A0A2I8NNB6_class_2_c1_domain -            135 kari_class_1_swissprot_c1_domains -            146   7.7e-17   59.5   0.0   1   1   8.5e-17   8.5e-17   59.3   0.0     1   134     1   133     1   135 0.91 -
A0A2E8ZNR5_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   7.8e-17   59.5   0.2   1   1   9.6e-17   9.6e-17   59.2   0.2     1   134     1   133     1   136 0.96 -
A0A0P7YXH8_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   7.8e-17   59.4   0.0   1   1   8.6e-17   8.6e-17   59.3   0.0     1   135     1   134     1   136 0.96 -
A0A7Z7I0R2_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   7.8e-17   59.4   0.0   1   1   8.6e-17   8.6e-17   59.3   0.0     1   135     1   134     1   136 0.96 -
A0A4V5LZF1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   7.8e-17   59.4   0.1   1   1   9.3e-17   9.3e-17   59.2   0.1     1   135     1   134     1   141 0.95 -
A0A640P696_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     8e-17   59.4   0.0   1   1   8.7e-17   8.7e-17   59.3   0.0     1   134     1   133     1   136 0.95 -
A0A5C4Q0M4_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146     8e-17   59.4   0.1   1   1   8.9e-17   8.9e-17   59.3   0.1     1   135     1   134     1   136 0.95 -
A0A167CQR6_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146     8e-17   59.4   0.3   1   1   9.6e-17   9.6e-17   59.1   0.3     1   135     1   134     1   143 0.94 -
A0A2E5BEL7_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.1e-17   59.4   0.2   1   1   9.8e-17   9.8e-17   59.1   0.2     1   135     1   134     1   140 0.94 -
A0A3G2L7E9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.1e-17   59.4   0.2   1   1   9.8e-17   9.8e-17   59.1   0.2     1   135     1   134     1   140 0.94 -
A0A376J2G8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.1e-17   59.4   0.1   1   1   9.6e-17   9.6e-17   59.2   0.1     1   135     1   134     1   140 0.95 -
A0A1B7HYA2_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   8.1e-17   59.4   0.0   1   1     9e-17     9e-17   59.2   0.0     1   133     1   132     1   134 0.92 -
A0A4R8EG56_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   8.1e-17   59.4   0.0   1   1     9e-17     9e-17   59.2   0.0     1   133     1   132     1   134 0.92 -
A0A5C4SKP3_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.2e-17   59.4   0.0   1   1     1e-16     1e-16   59.1   0.0     1   135     1   134     1   140 0.96 -
A0A1G7MEX8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1   9.8e-17   9.8e-17   59.1   0.0     1   135     1   134     1   139 0.96 -
A0A316JNB6_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.1   1   1   9.1e-17   9.1e-17   59.2   0.1     1   134     1   133     1   134 0.96 -
A0A7G5XD60_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1   9.6e-17   9.6e-17   59.2   0.0     1   135     1   134     1   143 0.95 -
K6ZU19_class_2_c1_domain     -            145 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1   9.9e-17   9.9e-17   59.1   0.0     1   134     1   133     1   137 0.94 -
A0A085GMM4_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   133     1   132     1   134 0.92 -
A0A381CDJ6_class_2_c1_domain -            134 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   133     1   132     1   134 0.92 -
W0NZC8_class_2_c1_domain     -            145 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.0   1   1     1e-16     1e-16   59.1   0.0     1   134     1   133     1   136 0.96 -
A0A2S0VR39_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.3e-17   59.4   0.1   1   1   9.9e-17   9.9e-17   59.1   0.1     1   135     1   134     1   140 0.95 -
A0A7H9DWJ1_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.4   0.1   1   1   9.9e-17   9.9e-17   59.1   0.1     1   135     1   134     1   139 0.95 -
A0A2N7CMS9_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.4   0.0   1   1     1e-16     1e-16   59.1   0.0     1   133     1   132     1   136 0.95 -
A0A800YLK9_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.0   1   1   9.2e-17   9.2e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A2E9T0S6_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   143 0.94 -
A0A3D5EE43_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   143 0.94 -
A0A5S3UL53_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   143 0.94 -
A0A4U9V6V7_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   139 0.96 -
A0A3R7RYJ8_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   139 0.93 -
A0A6G7J274_class_2_c1_domain -            145 kari_class_1_swissprot_c1_domains -            146   8.4e-17   59.3   0.1   1   1     1e-16     1e-16   59.1   0.1     1   135     1   134     1   139 0.93 -
A0A0A6H6G7_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A0H3CV52_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A144QJF4_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A421IKY2_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A4Q2QWK5_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A4Q4AAV0_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A4Q8WW03_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A4R0FQY1_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A5E1AQN6_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A5Q5DVW7_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A7D6Y7X9_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A7G3ENU6_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A7H8UBH1_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A7H9JZ90_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
A0A837F885_class_2_c1_domain -            136 kari_class_1_swissprot_c1_domains -            146   8.5e-17   59.3   0.0   1   1   9.3e-17   9.3e-17   59.2   0.0     1   134     1   133     1   136 0.91 -
