#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name                        accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- -----              -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
A0A3N4NS45_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.0   1   1   3.1e-21   3.1e-21   73.7   0.0    15   144     6   132     1   134 0.89 -
A0A2T6AFG9_class_2_c2_domain -            131 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.2   1   1   3.7e-21   3.7e-21   73.5   0.2    17   144     8   129     2   131 0.85 -
A0A2R7K8D7_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.0   1   1     3e-21     3e-21   73.8   0.0    23   144    14   132     2   134 0.86 -
A0A1M4Z4A0_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.0   1   1   3.3e-21   3.3e-21   73.6   0.0    24   144    15   132     3   134 0.86 -
A0A2T8X1Z1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A315FX75_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A3X9ZT24_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A402STR2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A5Y7AMA0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A6C8G1Y2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A747C4N3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A8E6TWV3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    16   144    15   138     4   140 0.88 -
A0A750KTW1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.5e-21   3.5e-21   73.6   0.1    16   144    15   138     5   140 0.88 -
A0A7Y2NJX6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.2e-21   3.2e-21   73.7   0.1    20   144    20   139     2   141 0.89 -
A0A3N7DY69_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.3e-21   3.3e-21   73.6   0.1    25   144    16   132     4   134 0.85 -
A0A0T9UL37_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    17   144    17   139     5   141 0.86 -
A0A3N7FCW3_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.7e-21   73.9   0.0   1   1   3.4e-21   3.4e-21   73.6   0.0    24   144    15   132     3   134 0.86 -
A0A0Q4FWG0_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.2e-21   3.2e-21   73.7   0.1    23   144    14   132     2   134 0.84 -
A0A1X9Z7M1_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.2e-21   3.2e-21   73.7   0.1    23   144    14   132     2   134 0.84 -
A0A5N7Z6U2_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.0   1   1   3.3e-21   3.3e-21   73.6   0.0    25   144    16   132     5   134 0.85 -
A0A363NRX6_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.0   1   1   3.2e-21   3.2e-21   73.7   0.0    24   144    15   132     2   134 0.85 -
A0A420W476_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.0   1   1   3.2e-21   3.2e-21   73.7   0.0    24   144    15   132     2   134 0.85 -
A0A6G7C2Y1_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.0   1   1   3.2e-21   3.2e-21   73.7   0.0    24   144    15   132     2   134 0.85 -
A0A7U8WJM0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A827G049_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A2S9V9C8_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.8e-21   3.8e-21   73.5   0.1     9   144     9   141     5   143 0.85 -
A0A1M5MD81_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.3e-21   3.3e-21   73.6   0.1    21   144    12   130     2   132 0.92 -
A0A0A0F8U3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A0B1HBZ4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A0E1T4M0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A0I4UQE6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A0K9T515_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A193LZQ2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A1V2G3N4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A2S8DCF8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A376FUT6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A3P6LNU8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A3T2UXX3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A5F1EGY4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A5F1F4Y6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A6N3QLE6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A6N3QV11_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A829A777_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8E0KTW0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8G8WW12_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8H8ZH57_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
D7YBV7_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
I6CD44_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
I6DJI6_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   2.8e-21   73.9   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8J3BFR9_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.0   1   1   3.1e-21   3.1e-21   73.7   0.0     7   144     7   139     1   141 0.90 -
A0A1G7T7U6_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    23   144    14   132     2   134 0.89 -
A0A0K0HFT6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A248KEX0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A5U3DQQ5_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A702FGR1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A7T8LIP0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8F8AT72_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A8H9EXI8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
S5NEV0_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    16   144    15   138     5   140 0.88 -
A0A4R3ZCT1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.4   1   1   3.4e-21   3.4e-21   73.6   0.4    16   144    15   138     4   140 0.88 -
A0A521F313_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.5e-21   3.5e-21   73.5   0.1    24   144    15   132     3   134 0.87 -
A0A357BDS4_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.0   1   1   3.5e-21   3.5e-21   73.6   0.0    25   144    16   132     5   134 0.85 -
A0A0T9TJ82_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    17   144    17   139     5   141 0.86 -
A0A0U1KE23_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    17   144    17   139     5   141 0.86 -
A0A5S5DQW2_class_2_c2_domain -            131 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.0   1   1   3.2e-21   3.2e-21   73.7   0.0    17   144     7   129     1   131 0.91 -
A0A6G9IBR6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.5e-21   3.5e-21   73.6   0.1    12   144    12   139     4   141 0.88 -
A0A497Y469_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    23   144    14   132     2   134 0.84 -
A0A7G9QBW2_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    23   144    14   132     2   134 0.84 -
A0A1H4E906_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.0   1   1   3.6e-21   3.6e-21   73.5   0.0    24   144    15   132     3   134 0.86 -
A0A2V4YFV8_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   2.9e-21   73.8   0.0   1   1   3.4e-21   3.4e-21   73.6   0.0    21   144    12   130     2   132 0.93 -
A0A4R0PJ83_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.1   1   1   3.4e-21   3.4e-21   73.6   0.1    23   144    14   132     2   134 0.84 -
A0A5S9PWN5_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.7   1   1   3.4e-21   3.4e-21   73.6   0.7     4   144     4   140     1   142 0.92 -
A0A5S9QXQ4_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.7   1   1   3.4e-21   3.4e-21   73.6   0.7     4   144     4   140     1   142 0.92 -
A0A4Q0P2L1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.3   1   1   3.6e-21   3.6e-21   73.5   0.3    16   144    15   139     4   141 0.89 -
A0A5V8Y889_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.0   1   1   3.9e-21   3.9e-21   73.4   0.0    16   144    15   138     4   140 0.88 -
A0A3B1E835_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.2   1   1   3.8e-21   3.8e-21   73.4   0.2    20   144    20   138     7   140 0.88 -
A0A3R9EUN3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146     3e-21   73.8   0.2   1   1   3.7e-21   3.7e-21   73.5   0.2    17   144    17   138     5   140 0.89 -
A0A0S2K0P0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.3   1   1   3.6e-21   3.6e-21   73.5   0.3     4   144     4   139     1   141 0.85 -
A0A519Y1G8_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    25   144    16   132     4   134 0.84 -
A0A1M5BVA9_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.0   1   1   3.7e-21   3.7e-21   73.5   0.0    25   144    16   132     5   134 0.86 -
A0A2W6TNR7_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.0   1   1   3.7e-21   3.7e-21   73.5   0.0    25   144    16   132     5   134 0.86 -
A0A3R8UXM4_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.1   1   1   3.8e-21   3.8e-21   73.4   0.1    15   144    15   139     5   141 0.86 -
A0A7V8TRG1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.1   1   1   3.8e-21   3.8e-21   73.4   0.1    15   144    15   139     5   141 0.86 -
A0A1W9QHD7_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.1   1   1   3.6e-21   3.6e-21   73.5   0.1    16   144    15   141     2   143 0.81 -
A0A1G7VFA9_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   3.1e-21   73.7   0.0   1   1   3.5e-21   3.5e-21   73.6   0.0    16   143     7   129     1   132 0.92 -
A0A0J0Y6X5_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.1   1   1   3.8e-21   3.8e-21   73.4   0.1    25   144    16   132     4   134 0.86 -
A0A0R9MES5_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A3V2VVF6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A3V2YHB6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A447N179_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A5Y4GII8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A629JPI9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A701J189_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A701SEG8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A735ETJ6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A752IG31_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A6L6HAF0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.2   1   1   3.9e-21   3.9e-21   73.4   0.2    10   144    10   138     4   140 0.91 -
A0A5U2M8K2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   4.1e-21   4.1e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A0M0T8H3_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.2   1   1   3.9e-21   3.9e-21   73.4   0.2    16   144    15   139     3   141 0.84 -
A0A7D6DI97_class_2_c2_domain -            131 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.0   1   1   3.7e-21   3.7e-21   73.5   0.0    20   144    11   129     2   131 0.91 -
A0A2D0K8K7_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.1   1   1   3.9e-21   3.9e-21   73.4   0.1    17   144    17   139     5   141 0.85 -
A0A2D0KTQ8_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.1   1   1   3.9e-21   3.9e-21   73.4   0.1    17   144    17   139     5   141 0.85 -
A0A2D0L5L1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.1   1   1   3.9e-21   3.9e-21   73.4   0.1    17   144    17   139     5   141 0.85 -
A0A7C1SI20_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.1   1   1   3.7e-21   3.7e-21   73.5   0.1    10   144    10   139     3   141 0.91 -
A0A3B8Z6E5_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   3.2e-21   73.7   0.3   1   1   4.2e-21   4.2e-21   73.3   0.3    21   144    21   140     5   142 0.85 -
A0A1E8CEZ7_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.7   0.2   1   1   3.9e-21   3.9e-21   73.4   0.2    21   144    21   140     6   142 0.89 -
A0A2T4WTB0_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   3.9e-21   3.9e-21   73.4   0.0    17   144     8   130     2   132 0.92 -
A0A5J6W2V2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.2   1   1     4e-21     4e-21   73.4   0.2    17   144    17   138     5   140 0.89 -
A0A5U4T5S8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
R5EJB8_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    11   144    11   139     4   141 0.88 -
A0A3Q9MZ71_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A5I6PXE3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A659PLV9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A659RWZ4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A764KXG6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    16   144    15   138     4   140 0.88 -
A0A1E8FCE1_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   3.3e-21   73.6   0.1   1   1   4.7e-21   4.7e-21   73.1   0.1     7   144     7   141     3   143 0.85 -
A0A662Z9M9_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.4e-21   73.6   0.0   1   1   4.4e-21   4.4e-21   73.2   0.0    22   144    22   139     4   141 0.88 -
A0A7L4ZMB0_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   3.5e-21   73.6   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    17   144     8   130     2   132 0.92 -
A0A5B7YHG3_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   3.5e-21   73.6   0.1   1   1   4.2e-21   4.2e-21   73.3   0.1    15   144    15   141     4   143 0.86 -
A0A1H7X3F2_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.5e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    25   144    16   132     5   134 0.86 -
A0A5U3EHM7_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.6e-21   73.5   0.0   1   1   4.7e-21   4.7e-21   73.1   0.0    16   144    15   138     5   140 0.88 -
A0A5Y4Z5N2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.6e-21   73.5   0.0   1   1   4.7e-21   4.7e-21   73.1   0.0    16   144    15   138     5   140 0.88 -
L0MVG3_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   3.6e-21   73.5   0.1   1   1   4.3e-21   4.3e-21   73.3   0.1    21   144    21   139     1   141 0.84 -
A0A1G5JI10_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   3.6e-21   73.5   0.3   1   1   4.6e-21   4.6e-21   73.2   0.3    15   144    15   140     3   142 0.84 -
K6XBI7_class_2_c2_domain     -            143 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.1   1   1   4.2e-21   4.2e-21   73.3   0.1     9   144     9   141     1   143 0.88 -
A0A6L6UDI4_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1     4e-21     4e-21   73.4   0.0    17   144     8   130     1   132 0.92 -
A0A1G0J7V9_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.1   1   1   4.8e-21   4.8e-21   73.1   0.1    23   144    23   140     7   142 0.86 -
A0A1F2JI35_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
A0A1P8EBP6_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
A0A1Q4GCK7_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
A0A2X2J6B8_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
A0A349QZI9_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
A0A349W2A7_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   3.7e-21   73.5   0.0   1   1   4.2e-21   4.2e-21   73.3   0.0    24   144    15   132     2   134 0.85 -
