Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
A6WUV8	Proteobacteria	Bacteria	Alphaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_5;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	0.23;phosphoenolpyruvate_count=2	None	0.069;glyphosate_count=1	None	0.61;glyphosate_count=1	26.7;phosphoenolpyruvate_count=1	None
A4VLZ3	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571]	chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]	cytoplasm [GO:0005737]	GO:0003866; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;COG0287;	3.65.10.10;	CLU_018912_2_0_6;	RIHDCAN;	None	PF00275;PF02153;	None	SSF48179;SSF51735;SSF55205;	None	None	None	None	None	None	None
Q1M157	Streptophyta	Eukaryota	Magnoliopsida	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	None	None	None	None	None	None	None
Q9R4E4	Proteobacteria	Bacteria	Alphaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; response to herbicide [GO:0009635]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; response to herbicide [GO:0009635]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0009635	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	None	None	6.3e-05;(3R,4S,5R)-5-[(2R)-1 1-difluoro-3-hydroxy-3-oxo-2-phosphonooxy-propan-2-yl]oxy-4-hydroxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=1;0.0018;(3R,4S 5R)-4-hydroxy-5-[(2R)-1-hydroxy-1-oxo-2-phosphono-propan-2-yl]oxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=2;0.076;(3R,4S 5R)-4-hydroxy-5-[(2S)-1-hydroxy-1-oxo-2-phosphono-propan-2-yl]oxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=3	None	None	None	None
P9WPY5	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	cytosol [GO:0005829]; plasma membrane [GO:0005886]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	GO:0003866; GO:0005829; GO:0005886; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	None	PF00275;	None	SSF55205;	None	None	None	None	None	None	None
A1Z0H6	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	0.0952;phosphoenolpyruvate_count=1;0.0968;phosphoenolpyruvate_count=2	None	0.035;glyphosate_count=2;0.0495;glyphosate_count=3	None	None	None	None
P0A6D3	Proteobacteria	Bacteria	Gammaproteobacteria	cytosol [GO:0005829]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytosol [GO:0005829]	GO:0003866; GO:0005829; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_6;	YEDHRMA;	None	PF00275;	None	SSF55205;	0.06;phosphoenolpyruvate_count=5	None	3.9e-06;(3R,4S 5R)-4-hydroxy-5-[(2R)-1-hydroxy-1-oxo-2-phosphono-propan-2-yl]oxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=2;7.8e-06;(3R,4S,5R)-5-[(2R)-1 1-difluoro-3-hydroxy-3-oxo-2-phosphonooxy-propan-2-yl]oxy-4-hydroxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=3;0.0004;glyphosate_count=4;0.00076;(3R,4S 5R)-4-hydroxy-5-[(2S)-1-hydroxy-1-oxo-2-phosphono-propan-2-yl]oxy-3 phosphonooxy-cyclohexene-1-carboxylic acid_count=5	None	None	None	None
Q93VK6	Streptophyta	Eukaryota	Magnoliopsida	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	0.0199;phosphoenolpyruvate_count=1	None	None	None	0.00898;glyphosate_count=1	None	None
A2T9R8	Chlorophyta	Eukaryota	Chlorophyceae	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	None	None	None	None	None	None	None
Q9S400	Firmicutes	Bacteria	Bacilli	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	None	PF00275;	None	SSF55205;	0.00195;5-enolpyruvylshikimate 3-phosphate_count=1;0.022;phosphoenolpyruvate_count=2;0.023;phosphoenolpyruvate_count=3;0.031;shikimate 3-phosphate_count=4;0.049;shikimate 3-phosphate_count=5;0.085;phosphoenolpyruvate_count=6;0.091;phosphoenolpyruvate_count=7;0.109;shikimate 3-phosphate_count=8;0.118;shikimate 3-phosphate_count=9;0.145;shikimate 3-phosphate_count=10;0.343;phosphate_count=11	None	0.0003;N-phosphonomethylglycine_count=1;0.005;N-phosphonomethylglycine_count=2;0.098;N-phosphonomethylglycine_count=3;0.185;N-phosphonomethylglycine_count=4	None	None	0.22;phosphate_count=1;0.23;5-enolpyruvylshikimate 3-phosphate_count=2;12.8;phosphoenolpyruvate_count=3;2.0;phosphoenolpyruvate_count=4;2.1;phosphoenolpyruvate_count=5;2.8;phosphoenolpyruvate_count=6	None
