Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
Q51723	Euryarchaeota	Archaea	Thermococci	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-galactosidase (Beta-glucosidase)	Glycosyl hydrolase 1 family	None	None	None	VEACDRK;	None	PF00232;	None	SSF51445;	0.28;2-Nitrophenyl-beta-D-glucopyranoside_count=1;2.3;2-nitrophenyl-beta-D-galactopyranoside_count=2;31.0;2-nitrophenyl-beta-D-galactopyranoside-6-phosphate_count=3	5_count=1;4_count=3	None	100_count=1;110_count=2;70-90_count=3;95_count=4	None	2050.0;2-nitrophenyl-beta-D-galactopyranoside_count=1;49.0;2-nitrophenyl-beta-1,4-D-galactopyranoside-6-phosphate_count=2;860.0;2-Nitrophenyl-beta-D-glucopyranoside_count=3	80_count=1;110_count=3;122_count=4;30-120_count=5;100_count=8;90_count=10
Q9C525	Streptophyta	Eukaryota	Magnoliopsida	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; mitochondrion [GO:0005739]; plant-type vacuole [GO:0000325]; plasmodesma [GO:0009506]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; cellular response to phosphate starvation [GO:0016036]; cellular response to salt stress [GO:0071472]; coumarin metabolic process [GO:0009804]; glucosinolate catabolic process [GO:0019762]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]	carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; cellular response to phosphate starvation [GO:0016036]; cellular response to salt stress [GO:0071472]; coumarin metabolic process [GO:0009804]; glucosinolate catabolic process [GO:0019762]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; mitochondrion [GO:0005739]; plant-type vacuole [GO:0000325]; plasmodesma [GO:0009506]	GO:0000325; GO:0005739; GO:0005783; GO:0005788; GO:0005975; GO:0006970; GO:0008422; GO:0009506; GO:0009651; GO:0009804; GO:0016036; GO:0019762; GO:0070417; GO:0071472; GO:0102483	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	SWEPKNA;	None	PF00232;	None	SSF51445;	0.73;scopolin_count=1;0.81;scopolin_count=2;5.8;esculin_count=3;9.7;esculin_count=4	None	None	35_count=1	None	None	40_count=2
A9UIG0	Ascomycota	Eukaryota	Dothideomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; polysaccharide catabolic process [GO:0000272]	polysaccharide catabolic process [GO:0000272]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0000272; GO:0008422; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.04;4-methylumbelliferyl beta-D-cellobioside_count=1;0.5;cellobiose_count=2	5-6_count=1	20.0;D-glucose_count=1	70_count=1	None	None	70_count=1
P22073	Firmicutes	Bacteria	Bacilli	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase A (BGA) (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	Glycosyl hydrolase 1 family	COG2723;	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q9C3Z9	Basidiomycota	Eukaryota	Agaricomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;PF07691;	SM01217;SM00758;	SSF51445;SSF52279;	None	None	None	None	None	None	None
D3VYD8	None	Bacteria	None	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.164;4-nitrophenyl beta-D-glucopyranoside_count=1	None	None	50_count=1	None	None	55_count=3
Q0GA07	Deinococcus-Thermus	Bacteria	Deinococci	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.05;4-nitrophenyl-beta-D-glucopyranoside_count=1;4.84;4-nitrophenyl-beta-D-galactopyranoside_count=2;6.05;2-nitrophenyl-beta-D-galactopyranoside_count=3	5.4_count=2	None	90_count=1;75_count=2	None	167.4;4-nitrophenyl-beta-D-galactopyranoside_count=1;288.3;2-nitrophenyl-beta-D-galactopyranoside_count=2;32.3;4-nitrophenyl-beta-D-glucopyranoside_count=3	80_count=1
Q0GC07	Thermotogae	Bacteria	Thermotogae	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	None	5.6_count=1	None	None	None	129.0;4-nitrophenyl beta-D-glucopyranoside_count=1;78.0;4-nitrophenyl beta-D-glucopyranoside_count=6	None
D5KX75	None	Bacteria	None	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	20.4;cellobiose_count=2	None	1000.0;D-glucose_count=1	40_count=1	None	None	15_count=1
P10482	Firmicutes	Bacteria	Clostridia	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase A (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q8L7J2	Streptophyta	Eukaryota	Magnoliopsida	extracellular region [GO:0005576]; beta-D-fucosidase activity [GO:0033907]; beta-galactosidase activity [GO:0004565]; beta-gentiobiose beta-glucosidase activity [GO:0080083]; beta-glucosidase activity [GO:0008422]; cellobiose glucosidase activity [GO:0080079]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-D-fucosidase activity [GO:0033907]; beta-galactosidase activity [GO:0004565]; beta-gentiobiose beta-glucosidase activity [GO:0080083]; beta-glucosidase activity [GO:0008422]; cellobiose glucosidase activity [GO:0080079]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; scopolin beta-glucosidase activity [GO:0102483]	extracellular region [GO:0005576]	GO:0004565; GO:0005576; GO:0005975; GO:0008422; GO:0016798; GO:0033907; GO:0042973; GO:0080079; GO:0080083; GO:0102483	Beta-glucosidase 6 (Os3bglu6) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	DWVYVVP;	408001at2759;	PF00232;	None	SSF51445;	0.5;4-nitrophenyl-beta-D-fucopyranoside_count=1;14.9;gentiobiose_count=2;15.3;cellobiose_count=3;3.6;laminaribiose_count=4;5.0;n-heptyl-beta-D-glucoside_count=5;6.06;4-nitrophenyl-beta-D-galactopyranoside_count=6;6.3;4-nitrophenyl-beta-D-glucopyranoside_count=7;8.7;laminaritriose_count=8;9.8;sophorose_count=9	4-5_count=1	None	None	None	0.13;cellobiose_count=1;0.17;gentiobiose_count=2;1.64;laminaritriose_count=3;33.5;4-nitrophenyl-beta-D-fucopyranoside_count=4;38.9;4-nitrophenyl-beta-D-glucopyranoside_count=5;4.25;n-heptyl-beta-D-glucoside_count=6;6.17;laminaribiose_count=7;9.8;4-nitrophenyl-beta-D-galactopyranoside_count=8;9.8;sophorose_count=9	20-40_count=1
A4XIG7	Firmicutes	Bacteria	Clostridia	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	COG2723;	None	CLU_001859_1_3_9;	VEQWITL;	654705at2;	PF00232;	None	SSF51445;	0.44;4-nitrophenyl-beta-D-fucopyranoside_count=1;0.67;4-nitrophenyl-beta-D-glucopyranoside_count=2;1.93;4-nitrophenyl-beta-D-galactopyranoside_count=3	None	None	70_count=1	None	387.0;4-nitrophenyl-beta-D-glucopyranoside_count=1;516.0;4-nitrophenyl-beta-D-fucopyranoside_count=2;82.0;4-nitrophenyl-beta-D-galactopyranoside_count=3	60-80_count=1
Q9HIL6	Candidatus Thermoplasmatota	Archaea	Thermoplasmata	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Probable beta-galactosidase	Glycosyl hydrolase 1 family	arCOG05412;	None	CLU_001859_1_3_2;	VEACDRK;	23256at2157;	PF00232;	None	SSF51445;	0.2;4-nitrophenyl-beta-D-fucopyranoside_count=1;1.3;4-nitrophenyl-beta-D-mannopyranoside_count=2;1.5;4-nitrophenyl-beta-D-galactopyranoside_count=3;0.4;4-nitrophenyl-beta-D-glucopyranoside_count=4	None	None	90_count=1	None	14.0;4-nitrophenyl-beta-D-mannopyranoside_count=1;141.0;4-nitrophenyl-beta-D-glucopyranoside_count=2;182.0;4-nitrophenyl-beta-D-fucopyranoside_count=3;27.0;4-nitrophenyl-beta-D-galactopyranoside_count=4	None
Q3HXC2	None	Bacteria	None	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	None	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	None	None	None	40_count=1	None	None	10-50_count=1
A5A4M8	Ascomycota	Eukaryota	Eurotiomycetes	extracellular region [GO:0005576]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	extracellular region [GO:0005576]	GO:0005576; GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.09;4-nitrophenyl-beta-D-glucopyranoside_count=1;1.58;cellobiose_count=2	4.8_count=1	0.012;D-glucono-delta-lactone_count=1;0.1;D-glucono-delta-lactone_count=2;1.1;D-glucose_count=3;2.3;D-glucose_count=4	70_count=1	None	43.0;cellobiose_count=1;118.0;4-nitrophenyl-beta-D-glucopyranoside_count=2	None
C9E9M9	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	5.1;4-nitrophenyl-beta-D-glucopyranoside_count=1	5_count=1	21.5;D-glucose_count=1	65_count=1	None	None	40-80_count=1
P07337	Ascomycota	Eukaryota	Saccharomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;PF07691;	SM01217;SM00758;	SSF51445;SSF52279;	None	None	None	None	None	None	None
P48825	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase 1 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	None	None	None	None	None	None	None
Q2UL94	Ascomycota	Eukaryota	Eurotiomycetes	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Uncharacterized protein	Glycosyl hydrolase 1 family	None	None	CLU_001859_1_2_1;	VEACDRK;	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
Q2UIR4	Ascomycota	Eukaryota	Eurotiomycetes	extracellular space [GO:0005615]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]; cellulose catabolic process [GO:0030245]	carbohydrate metabolic process [GO:0005975]; cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	extracellular space [GO:0005615]	GO:0005615; GO:0005975; GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	CLU_004542_2_1_1;	VMYGKQS;	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	None	None	None	None	None	None	None
Q2UUD6	Ascomycota	Eukaryota	Eurotiomycetes	extracellular region [GO:0005576]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate catabolic process [GO:0016052]; cellulose catabolic process [GO:0030245]	carbohydrate catabolic process [GO:0016052]; cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	extracellular region [GO:0005576]	GO:0005576; GO:0008422; GO:0016052; GO:0030245; GO:0102483	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	CLU_004542_2_0_1;	EAQGYGF;	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	None	None	None	None	None	None	None
B6ZKM3	Streptophyta	Eukaryota	Magnoliopsida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.1;ipecoside_count=1;0.19;strictosidine_count=2;0.29;vincoside_count=3;0.32;N-deacetylipecoside_count=4;0.39;6-O-methyl-N-deacetylipecoside_count=5	None	None	None	None	2.1;strictosidine_count=1;28.2;N-deacetylipecoside_count=2;31.1;6-O-methyl-N-deacetylipecoside_count=3;51.6;ipecoside_count=4;6.4;vincoside_count=5	None
A1EH92	Proteobacteria	Bacteria	Gammaproteobacteria	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase (Fragment)	None	None	3.20.20.300;3.40.50.1700;	None	None	None	PF18559;PF00933;PF01915;	None	SSF51445;SSF52279;	None	None	None	37_count=1	None	None	None
Q45FX7	Proteobacteria	Bacteria	Gammaproteobacteria	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase (Fragment)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	37_count=1	None	None	None
Q9SLA0	Streptophyta	Eukaryota	Magnoliopsida	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]; glucosinolate catabolic process [GO:0019762]; pollen tube growth [GO:0009860]; response to salt stress [GO:0009651]	carbohydrate metabolic process [GO:0005975]; glucosinolate catabolic process [GO:0019762]; pollen tube growth [GO:0009860]; response to salt stress [GO:0009651]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0009651; GO:0009860; GO:0019762; GO:0102483	Beta-glucosidase 14 (AtBGLU14) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	DICFKHY;	408001at2759;	PF00232;	None	SSF51445;	0.78;4-methylumbelliferyl-beta-D-glucopyranoside_count=1;1.9;p-nitrophenyl-beta-D-glucopyranoside_count=2;2.1;o-nitrophenyl-beta-D-glucopyranoside_count=3	5.6_count=1	2.0;gluconolactone_count=1;2.2;gluconolactone_count=2;4.7;gluconolactone_count=3	40_count=1	None	None	42_count=1
O61594	Arthropoda	Eukaryota	Insecta	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.67;4-nitrophenyl beta-D-fucoside_count=7;0.9;4-nitrophenyl beta-D-glucoside_count=9;1.56;4-nitrophenyl beta-D-xyloside_count=14;2.3;4-methylumbeliferyl beta-D-glucoside_count=17;2.9;4-nitrophenyl beta-D-galactoside_count=21	None	0.2;Cellotetraose_count=7;0.22;nonyl beta-D-glucoside_count=9;0.25;Cellopentaose_count=10;0.27;cellotriose_count=13;0.44;octyl beta-D-glucoside_count=17;0.7;heptyl beta-D-glucoside_count=20;1.57;hexyl beta-D-glucoside_count=26;2.9;cellobiose_count=45;49.0;phenyl beta-D-glucoside_count=57;5.1;methyl beta-D-glucoside_count=58	None	None	0.0302;4-nitrophenyl beta-D-xyloside_count=7;0.231;4-methylumbeliferyl beta-D-glucoside_count=16;0.269;4-nitrophenyl beta-D-galactoside_count=18;2.26;4-nitrophenyl beta-D-glucoside_count=29;7.14;4-nitrophenyl beta-D-fucoside_count=34	None
Q9H227	Chordata	Eukaryota	Mammalia	catalytic complex [GO:1902494]; cytosol [GO:0005829]; beta-galactosidase activity [GO:0004565]; beta-glucosidase activity [GO:0008422]; galactosylceramidase activity [GO:0004336]; glucosylceramidase activity [GO:0004348]; glycosylceramidase activity [GO:0017042]; scopolin beta-glucosidase activity [GO:0102483]; beta-glucoside catabolic process [GO:1901805]; cellular oligosaccharide catabolic process [GO:0051692]; galactosylceramide catabolic process [GO:0006683]; glucosylceramide catabolic process [GO:0006680]; glycoside catabolic process [GO:0016139]; glycosphingolipid metabolic process [GO:0006687]; glycosylceramide catabolic process [GO:0046477]; positive regulation of exo-alpha-sialidase activity [GO:1903017]; protein stabilization [GO:0050821]	beta-glucoside catabolic process [GO:1901805]; cellular oligosaccharide catabolic process [GO:0051692]; galactosylceramide catabolic process [GO:0006683]; glucosylceramide catabolic process [GO:0006680]; glycoside catabolic process [GO:0016139]; glycosphingolipid metabolic process [GO:0006687]; glycosylceramide catabolic process [GO:0046477]; positive regulation of exo-alpha-sialidase activity [GO:1903017]; protein stabilization [GO:0050821]	beta-galactosidase activity [GO:0004565]; beta-glucosidase activity [GO:0008422]; galactosylceramidase activity [GO:0004336]; glucosylceramidase activity [GO:0004348]; glycosylceramidase activity [GO:0017042]; scopolin beta-glucosidase activity [GO:0102483]	catalytic complex [GO:1902494]; cytosol [GO:0005829]	GO:0004336; GO:0004348; GO:0004565; GO:0005829; GO:0006680; GO:0006683; GO:0006687; GO:0008422; GO:0016139; GO:0017042; GO:0046477; GO:0050821; GO:0051692; GO:0102483; GO:1901805; GO:1902494; GO:1903017	Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1) (Cytosolic galactosylceramidase) (EC 3.2.1.46) (Cytosolic glucosylceramidase) (EC 3.2.1.45) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP)	Glycosyl hydrolase 1 family, Klotho subfamily	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
P49235	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; beta-glucosidase activity [GO:0008422]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; fucosidase activity [GO:0015928]; galactosidase activity [GO:0015925]; mannosidase activity [GO:0015923]; scopolin beta-glucosidase activity [GO:0102483]; xylanase activity [GO:0097599]; carbohydrate metabolic process [GO:0005975]; cytokinin-activated signaling pathway [GO:0009736]	carbohydrate metabolic process [GO:0005975]; cytokinin-activated signaling pathway [GO:0009736]	beta-glucosidase activity [GO:0008422]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; fucosidase activity [GO:0015928]; galactosidase activity [GO:0015925]; mannosidase activity [GO:0015923]; scopolin beta-glucosidase activity [GO:0102483]; xylanase activity [GO:0097599]	chloroplast [GO:0009507]	GO:0005975; GO:0008422; GO:0009507; GO:0009736; GO:0015923; GO:0015925; GO:0015928; GO:0016162; GO:0097599; GO:0102483; GO:0102726	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1, chloroplastic (EC 3.2.1.182) (Beta-D-glucoside glucohydrolase) (Beta-glucosidase 1) (ZmGlu1) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	KOG0626;	None	None	WFAGFTE;	408001at2759;	PF00232;	None	SSF51445;	0.148;4-methylumbelliferyl-beta-D-glucoside_count=10;0.37;4-methylumbelliferyl beta-D-glucopyranoside_count=15;0.68;4-nitrophenyl-beta-D-glucoside_count=24;1.65;2-nitrophenyl beta-D-glucopyranoside_count=34	5.8_count=1	None	37_count=1	None	121.5;2-nitrophenyl beta-D-glucopyranoside_count=19;29.5;4-nitrophenyl beta-D-glucopyranoside_count=31;30.3;4-methylumbelliferyl beta-D-glucopyranoside_count=33;42.8;4-nitrophenyl-beta-D-glucoside_count=38;53.8;4-methylumbelliferyl-beta-D-glucoside_count=40	None
Q1XH04	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; DIMBOA glucoside beta-D-glucosidase activity [GO:0102726]; scopolin beta-glucosidase activity [GO:0102483]	chloroplast [GO:0009507]	GO:0005975; GO:0008422; GO:0009507; GO:0102483; GO:0102726	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1c, chloroplastic (EC 3.2.1.182) (Beta-glucosidase 1c) (Taglu1c) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	RAGHNSE;	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
