Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
B5G555	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.104;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;0.277;2,6-dimethoxyphenol_count=2;1.263;guaiacol_count=3	3_count=1;2.5_count=2	None	55_count=1	None	38.5;2,6-dimethoxyphenol_count=1;5.0;guaiacol_count=2;65.6;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=3	40-60_count=2
H9C4A2	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 2 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
H9C4A3	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 1 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.014;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;0.034;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=2;4.317;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=3;7.611;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=4	6_count=1;5.5_count=2;3_count=3	None	70_count=1;55_count=2;50_count=3;65_count=4	None	0.6;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;1.15;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=2;15.93;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=3;7.67;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=4	None
A8N3P5	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase 5	Multicopper oxidase family	KOG1263;	2.60.40.420;	None	CHTEWHA;	454773at2759;	PF00394;PF07731;PF07732;	None	SSF49503;	0.086;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;17.6;guaiacol_count=2	3_count=1	None	55_count=1	None	0.211;guaiacol_count=1;4.22;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=2	None
E7BLR0	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.0033;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;0.393;2,6-dimethoxyphenol_count=2;0.849;guaiacol_count=3;0.881;catechol_count=4	3.5_count=1;4.5_count=2;3_count=3	None	50_count=1	None	109.2;2,6-dimethoxyphenol_count=1;115.5;catechol_count=2;147.9;guaiacol_count=3;934.6;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=4	None
B0JDP9	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	3-6.5_count=1	None	25_count=1	None	None	None
Q96UT7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase B (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
B3TLA6	Ascomycota	Eukaryota	Dothideomycetes	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	GO:0005507; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
Q8TFL8	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
Q9UVQ2	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	CLU_006504_2_1_1;	None	454773at2759;	PF00394;PF07731;PF07732;	None	SSF49503;	0.013;Sinapic acid_count=1;0.027;2,6-dimethoxyphenol_count=2;0.028;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=3;0.035;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=4;0.085;Sinapic acid_count=5;0.324;2,6-dimethoxyphenol_count=6	3_count=1;2_count=3	None	None	None	144.6;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;16.3;2,6-dimethoxyphenol_count=2;21.6;Sinapic acid_count=3;26.4;2,6-dimethoxyphenol_count=4;38.0;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=5;52.8;Sinapic acid_count=6	None
A3F8Z8	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Cu-oxidase-domain-containing protein (LAC1) (Laccase)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.02;2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)_count=1;0.07;2,6-dimethoxyphenol_count=2;0.12;ferulic acid_count=3;0.27;4-phenylenediamine_count=4;0.56;pyrogallol_count=5;0.66;3,4-dihydroxy L-phenylalanine_count=6;10.7;guaiacol_count=7;8.06;catechol_count=8	None	None	40_count=1	None	None	50-80_count=1
A9UC99	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UC97	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UC96	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	GO:0005507; GO:0016491	Laccase (Fragment)	None	None	2.60.40.420;	None	None	None	PF07731;	None	SSF49503;	None	None	None	None	None	None	None
A9UC95	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	GO:0005507; GO:0016491	Laccase (Fragment)	None	None	2.60.40.420;	None	None	None	PF07731;	None	SSF49503;	None	None	None	None	None	None	None
Q12739	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0046274; GO:0052716	Laccase-2 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 2) (Diphenol oxidase 2) (Urishiol oxidase 2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
Q70KY3	Ascomycota	Eukaryota	Sordariomycetes	extraorganismal space [GO:0043245]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; cellulose catabolic process [GO:0030245]; lignin catabolic process [GO:0046274]	cellulose catabolic process [GO:0030245]; lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extraorganismal space [GO:0043245]	GO:0005507; GO:0030245; GO:0043245; GO:0046274; GO:0052716	Laccase-1 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 1) (Diphenol oxidase 1) (Ligninolytic phenoloxidase) (Urishiol oxidase 1)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.011;2,6-dimethoxyphenol_count=1;0.037;syringaldazine_count=4;0.26;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=5;0.28;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=6;0.4;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=7	None	0.0079;NaN3_count=1;0.029;NaN3_count=2	22-25_count=1	None	10.2;2,6-dimethoxyphenol_count=1;28.1;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=3;40.17;syringaldazine_count=4	None
C1JCL7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.015;2-dianisidine_count=1;0.044;2-dianisidine_count=2;0.102;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=3;0.102;syringaldazine_count=4;0.106;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=5;0.156;syringaldazine_count=6;0.25;guaiacol_count=7;0.367;guaiacol_count=8	4.5_count=1	None	22_count=1	None	2.05;guaiacol_count=1;3.0;guaiacol_count=2;39.9;syringaldazine_count=3;4.9;2-dianisidine_count=4;48.6;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=5;59.3;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=6;65.8;syringaldazine_count=7;9.4;2-dianisidine_count=8	20-70_count=1
O60199	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.04;syringaldazine_count=4;0.07;2,2'-azino-bis(3-ethyl-benzothiazoline-6-sulfonic acid)_count=8;0.57;2,6-dimethoxyphenol_count=9	5.3_count=1;6_count=2;3_count=3	None	22_count=1	None	None	None
Q8I8Y0	Arthropoda	Eukaryota	Insecta	mitochondrion [GO:0005739]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	mitochondrion [GO:0005739]	GO:0005507; GO:0005739; GO:0052716	Laccase 2 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.43;N-acetyldopamine_count=1;0.46;N-acetyldopamine_count=2;0.47;N-beta-alanyldopamine_count=3;0.63;N-acetyldopamine_count=4;1.9;N-beta-alanyldopamine_count=5	5-5.5_count=1	None	None	None	1.33;N-acetyldopamine_count=1;1.67;N-acetyldopamine_count=2;3.0;N-beta-alanyldopamine_count=3;3.33;N-beta-alanyldopamine_count=4;4.83;N-acetyldopamine_count=5	None
Q8WZG3	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase (Laccase 1)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UCA2	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UCA0	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UC98	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A9UCA1	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A8W7J6	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
Q5EBY5	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2) (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
Q12719	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0046274; GO:0052716	Laccase-4 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 4) (Diphenol oxidase 4) (Urishiol oxidase 4)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
O13456	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
O94222	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	None	None	None	None	None	None
A0AQZ6	Basidiomycota	Eukaryota	Agaricomycetes	None	None	None	None	None	POXA3b laccase small subunit	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
A0AQZ5	Basidiomycota	Eukaryota	Agaricomycetes	None	None	None	None	None	POXA3a laccase small subunit	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
Q6T2T5	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	0.1;2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid)_count=1	3.5_count=1	None	60_count=1	None	None	None
Q8X1D1	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	extracellular region [GO:0005576]	GO:0005507; GO:0005576	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;	14.0;ferulic acid_count=1;22.0;guaiacol_count=2;48.6;2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid)_count=3;56.0;2,6-dimethoxyphenol_count=4	5.2_count=1	None	45_count=1	None	180.0;2,6-dimethoxyphenol_count=1;204.0;2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid)_count=2;5.2;ferulic acid_count=3;5.5;guaiacol_count=4;95.6;guaiacol_count=5	25-70_count=1
Q5IR80	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 1 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	10.0;2,6-dimethoxyphenol_count=1;12.0;2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid)_count=2;17.0;syringaldazine_count=3;15.0;guaiacol_count=4	5_count=1;3_count=2	None	23_count=1	None	None	None
Q5I7J0	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase B (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;	None	4.5_count=1	None	50_count=1	None	69.0;guaiacol_count=1;692.0;2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid)_count=2;81.0;2,6-dimethoxyphenol_count=3	75_count=1
