Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
Q6LBN9	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	0.0011;4,7-dichloro benzothien-2-yl sulfonylaminomethyl boronic acid_count=1	None	None
Q8RLA6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800	Beta-lactamase (Carbapenem-hydrolyzing beta-lactamase OXA-40) (Carbapenem-hydrolyzing class D beta-lactamase OXA-24) (Carbapenem-hydrolyzing oxacillinase) (Carbapenem-hydrolyzing oxacillinase OXA-40) (Carbapenemase OXA-24) (Class D beta-lactamase OXA-40) (OXA-24 class D beta-lactamase) (EC 3.5.2.6) (OXA24 B-lactamase) (Oxa40)	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	None	None	None	None	0.0056;4,7-dichloro benzothien-2-yl sulfonylaminomethyl boronic acid_count=1	None	None
P04190	Firmicutes	Bacteria	Bacilli	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Cephalosporinase) (Metallo-beta-lactamase type II) (Metallothioprotein beta-lactamase II) (Penicillinase) (Zinc-requiring beta-lactamase II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	None	None	None	None	None	None	None
P14489	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase OXA-10 (EC 3.5.2.6) (Beta-lactamase PSE-2)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	None	None	None	None	None	None	None
P05364	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.0026;3-([[2-benzyl-3-oxo-3-(benzylamino)propanoyl]oxy]methyl)benzoic acid_count=1;0.02;benzyl [[(2S)-2-hydroxy-4-phenylbutanoyl]oxy]carbamate_count=2;0.032;3-([3-dibenzylamino-3-oxopropanoyl]oxy)benzoic acid_count=3;0.06;3-([[(2R)-3-(benzylamino)-2-methyl-3-oxopropanoyl]oxy]methyl)benzoic acid_count=4;0.071;benzyl [[(2S)-2-hydroxy-3-phenylpropanoyl]oxy]carbamate_count=5;0.172;3-[[(2S)-2-hydroxy-3-phenylpropanoyl]oxy]benzoic acid_count=6;0.32;3-nitrophenyl (2S)-2-hydroxy-3-phenylpropanoate_count=7;0.34;benzyl [[(2R)-2-hydroxy-3-phenylpropanoyl]oxy]carbamate_count=8;0.46;benzyl [[(2S)-2-hydroxy-2-phenylacetyl]oxy]carbamate_count=9;0.52;benzyl [[(2S)-2-hydroxypropanoyl]oxy]carbamate_count=10;0.7;3-([3-[benzyl(methyl)amino]-3-oxopropanoyl]oxy)benzoic acid_count=11;2.8;3-([[(2S)-3-(benzylamino)-2-methyl-3-oxopropanoyl]oxy]methyl)benzoic acid_count=12	None	None	None	None	0.05;3-([[2-benzyl-3-oxo-3-(benzylamino)propanoyl]oxy]methyl)benzoic acid_count=1;0.25;3-([3-dibenzylamino-3-oxopropanoyl]oxy)benzoic acid_count=2;0.33;3-([3-[benzyl(methyl)amino]-3-oxopropanoyl]oxy)benzoic acid_count=3;1.17;3-([[(2R)-3-(benzylamino)-2-methyl-3-oxopropanoyl]oxy]methyl)benzoic acid_count=4;1.5;benzyl [[(2S)-2-hydroxy-4-phenylbutanoyl]oxy]carbamate_count=5;1.5;benzyl [[(2S)-2-hydroxypropanoyl]oxy]carbamate_count=6;10.9;3-nitrophenyl (2S)-2-hydroxy-3-phenylpropanoate_count=7;2.9;3-([[(2R)-3-(benzylamino)-2-methoxy-3-oxopropanoyl]oxy]methyl)benzoic acid_count=8;3.5;benzyl [[(2S)-2-hydroxy-2-phenylacetyl]oxy]carbamate_count=9;5.9;benzyl [[(2R)-2-hydroxy-3-phenylpropanoyl]oxy]carbamate_count=10;6.6;3-([[(2S)-3-(benzylamino)-2-methyl-3-oxopropanoyl]oxy]methyl)benzoic acid_count=11;6.9;3-[[(2S)-2-hydroxy-3-phenylpropanoyl]oxy]benzoic acid_count=12;7.4;3-([[(2S)-3-(benzylamino)-2-methoxy-3-oxopropanoyl]oxy]methyl)benzoic acid_count=13;8.7;benzyl [[(2S)-2-hydroxy-3-phenylpropanoyl]oxy]carbamate_count=14	None
P85302	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	None	None	None	None	None	None	None
P52699	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (BLA-IMP) (IMP-1) (Beta-lactamase type II) (Metallo-beta-lactamase type II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	0.028;nitrocefin_count=1	None	None	None	None	135.0;nitrocefin_count=1	None
Q59517	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
P16897	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase PSE-4 (EC 3.5.2.6) (Beta-lactamase CARB-1) (Carbenicillinase 1)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
P00808	Firmicutes	Bacteria	Bacilli	plasma membrane [GO:0005886]; beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	plasma membrane [GO:0005886]	GO:0005886; GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase) [Cleaved into: Large exopenicillinase; Small exopenicillinase]	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.048;penicillin G_count=2;0.085;cefuroxime_count=4	None	None	None	None	2612.0;penicillin G_count=3;0.02;cefuroxime_count=4	None
Q670S6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.007;piperacillin_count=2;0.014;ticarcillin_count=3;0.02;amoxicillin_count=4;0.021;Cephalothin_count=5;0.024;cefuroxime_count=6;0.035;ceftazidime_count=7;0.04;aztreonam_count=8;0.086;cefotaxime_count=9	None	None	None	None	5.0;ticarcillin_count=1;1.3;ceftazidime_count=2;1.5;aztreonam_count=3;21.0;amoxicillin_count=4;286.0;cefuroxime_count=5;31.0;penicillin G_count=6;452.0;cefotaxime_count=7;543.0;Cephalothin_count=8;8.0;piperacillin_count=9	None
B2BSN6	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.045;Cephalothin_count=1;9e-07;cefotaxime_count=2;1.1e-06;cefuroxime_count=3;2.5e-05;cefoxitin_count=4;0.00012;ceftazidime_count=5;0.0002;piperacillin_count=6;0.00072;ampicillin_count=7;0.002;penicillin G_count=8;0.006;ceftriaxone_count=9;0.017;cephalexin_count=10;0.08;cefazolin_count=11;0.085;cefpirome_count=12;0.12;cefazolin_count=13;0.36;cefepime_count=14	None	None	None	None	0.0094;cefepime_count=2;0.042;ceftriaxone_count=3;0.042;cefuroxime_count=4;0.11;ceftazidime_count=5;0.25;cefazolin_count=6;0.54;piperacillin_count=7;0.55;cefazolin_count=8;0.63;ampicillin_count=9;0.88;cefoxitin_count=10;160.0;cephalexin_count=11;23.0;cefpirome_count=12;27.0;penicillin G_count=13;470.0;Cephalothin_count=14	None
B5KLI1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
P94458	Firmicutes	Bacteria	Bacilli	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q47066	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase Toho-1 (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q6XEC0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.011;meropenem_count=1;0.013;faropenem_count=2;0.014;panipenem_count=3;0.045;temocillin_count=4;0.095;Oxacillin_count=5;0.1;ertapenem_count=6;0.12;nitrocefin_count=7;0.195;Cephalothin_count=8;0.395;ampicillin_count=9;0.013;Imipenem_count=10	None	None	None	None	0.038;faropenem_count=1;0.07;meropenem_count=2;0.13;ertapenem_count=3;0.3;temocillin_count=4;1.4;panipenem_count=5;130.0;Oxacillin_count=6;4.8;Imipenem_count=7;940.0;nitrocefin_count=8;955.0;ampicillin_count=9;44.0;Cephalothin_count=10	None
P9WKD3	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	extracellular region [GO:0005576]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; beta-lactamase activity [GO:0008800]; cephalosporinase activity [GO:0033251]; penicillinase activity [GO:0033250]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; cephalosporinase activity [GO:0033251]; penicillinase activity [GO:0033250]	extracellular region [GO:0005576]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]	GO:0005576; GO:0005886; GO:0008800; GO:0030655; GO:0033250; GO:0033251; GO:0042597; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Ambler class A beta-lactamase)	Class-A beta-lactamase family	COG2367;	3.40.710.10;	None	EWMKGNA;	None	PF13354;	None	SSF56601;	0.0034;meropenem_count=1;0.0002;doripenem_count=2;0.0002;ertapenem_count=3;0.0008;tebipenem_count=4	6.5_count=1;7.8-8_count=2	None	25_count=1;22_count=2	None	0.0013;meropenem_count=1;0.00033;doripenem_count=2;0.00033;ertapenem_count=3;0.0005;tebipenem_count=4	None
B1NLE9	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	L1 beta-lactamase	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q9RBQ1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q1KY81	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.0006;benzylpenicillin_count=1;0.0014;piperacillin_count=3;0.005;ampicillin_count=5;0.016;cefepime_count=6;0.051;aztreonam_count=13;0.068;cefazolin_count=14;0.019;ceftazidime_count=15;0.043;cefotaxime_count=17;0.02;nitrocefin_count=18	None	1.8e-05;tazobactam_count=1;0.00021;Sulbactam_count=5;0.00026;clavulanic acid_count=6	None	None	2.2;cefazolin_count=5;2.4;cefepime_count=6;2.7;piperacillin_count=7;3.5;benzylpenicillin_count=8;4.7;aztreonam_count=10;5.4;ampicillin_count=11;7.4;nitrocefin_count=12;0.07;cefotaxime_count=17	None
Q6D395	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase	None	COG0491;	3.60.15.10;	CLU_066441_1_1_6;	None	733552at2;	PF00753;	SM00849;	SSF56281;	0.11;cefuroxime_count=1;0.12;faropenem_count=2;0.13;ceftriaxone_count=3;0.2;Cephalothin_count=4;0.2;penicillin G_count=5;0.34;piperacillin_count=6;0.561;ceftazidime_count=7;0.64;ticarcillin_count=8;0.99;meropenem_count=9;1.57;cefoxitin_count=10;1.6;ampicillin_count=11;0.16;cefotaxime_count=12	None	None	None	None	7.0;cefoxitin_count=1;1.0;meropenem_count=2;13.0;ceftriaxone_count=4;160.0;ceftazidime_count=5;2.0;penicillin G_count=6;240.0;Cephalothin_count=7;250.0;cefotaxime_count=8;400.0;cefuroxime_count=9;5.0;faropenem_count=10;9.0;ticarcillin_count=11;5.0;ampicillin_count=12;9.0;piperacillin_count=13	None
A8R403	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.0044;Cephaloridine_count=1;0.008;ceftazidime_count=2;0.012;meropenem_count=3;0.013;cefotaxime_count=4;0.071;moxalactam_count=5;0.081;cefoxitin_count=6;0.268;Imipenem_count=7;0.978;ampicillin_count=8;1.34;penicillin G_count=9	None	None	None	None	0.4;meropenem_count=1;1178.0;cefoxitin_count=2;118.0;ceftazidime_count=3;19.0;ampicillin_count=4;2181.0;cefotaxime_count=5;2794.0;moxalactam_count=6;686.0;Cephaloridine_count=7	None
P00811	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	COG1680;	3.40.710.10;	CLU_020027_10_0_6;	ANRNYPN;	None	PF00144;	None	SSF56601;	1.0;cefoxitin_count=7;1.5;cefoxitin_count=8;10.0;Imipenem_count=9;25.0;cefotaxime_count=11;270.0;ceftazidime_count=12;30.0;Cephalothin_count=13;32.0;Imipenem_count=14;45.0;cefotaxime_count=17;650.0;Cephaloridine_count=20;70.0;ceftazidime_count=21;85.0;Cephalothin_count=23;950.0;Cephaloridine_count=24	None	1e-06;3-[(2R)-2-(dihydroxyboranyl)-2-[[(thiophen-2 ylmethyl)sulfonyl]amino]ethyl]benzoic acid_count=1;2.5e-05;4-([[(dihydroxyboranyl)methyl]sulfamoyl]methyl)benzoic acid_count=2;3.3e-05;([[(2-ethoxynaphthalen-1-yl)carbonyl]amino]methyl)boronic acid_count=3;7e-05;([(benzylsulfonyl)amino]methyl)boronic acid_count=4;0.00043;3-[(2R)-2-[(benzylsulfonyl)amino]-2-(dihydroxyboranyl)ethyl]benzoic acid_count=5	None	None	0.1;cefotaxime_count=7;0.2;cefotaxime_count=9;0.3;ceftazidime_count=11;0.4;cefoxitin_count=12;0.5;ceftazidime_count=13;230.0;Cephaloridine_count=16;240.0;Cephaloridine_count=17;500.0;Cephalothin_count=19;540.0;Cephalothin_count=20;0.09;Imipenem_count=21;0.1;Imipenem_count=24;0.3;cefoxitin_count=25	None
B8R6A5	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.01;piperacillin_count=1;0.06;Imipenem_count=2;0.06;ticarcillin_count=3;0.08;cefuroxime_count=4;0.1;ampicillin_count=5;2.5;aztreonam_count=6;2.5;meropenem_count=7;3.0;ceftazidime_count=8;1.0;cefepime_count=10;0.025;benzylpenicillin_count=11;0.15;cefotaxime_count=12	None	None	None	None	1.5;ceftazidime_count=1;10.0;cefepime_count=2;130.0;benzylpenicillin_count=3;15.0;ticarcillin_count=4;170.0;cefuroxime_count=5;20.0;cefotaxime_count=6;30.0;aztreonam_count=7;300.0;Cephalothin_count=8;70.0;ampicillin_count=9;1.0;meropenem_count=10;0.1;Imipenem_count=12	None
P62593	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase TEM (EC 3.5.2.6) (IRT-4) (Penicillinase) (TEM-1) (TEM-16/CAZ-7) (TEM-2) (TEM-24/CAZ-6) (TEM-3) (TEM-4) (TEM-5) (TEM-6) (TEM-8/CAZ-2)	Class-A beta-lactamase family	None	3.40.710.10;	None	EWMKGNA;	991474at2;	PF13354;	None	SSF56601;	0.086;nitrocefin_count=1;0.12;Cephalothin_count=2	7.5_count=1	1.0;sodium benzyl {2-[3-(2-chlorophenyl)-5-methyl-1 2-oxazol-4-yl]-2-oxoethyl}phosphonate_count=1;0.15;sodium benzyl (2-oxo-2-phenylethyl)phosphonate_count=2;0.475;sodium phenyl [2-oxo-2-(pentafluorophenyl)ethyl]phosphonate_count=3;0.92;sodium phenyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=4;1.0;sodium benzyl (2-hydroxy-2-phenylethyl)phosphonate_count=5;1.0;sodium benzyl [2-(biphenyl-4-yl)-2-hydroxyethyl]phosphonate_count=6;1.5;sodium benzyl [2-oxo-2-(2-oxo-2,3-dihydro-1,3-benzoxazol-6-yl)ethyl]phosphonate_count=7;3600.0;sodium benzyl 2-(1',3'-benzothiazol-2'-yl)-2-oxo-ethylphosphonate_count=8;1.0;sodium benzyl [2-(biphenyl-4-yl)-2-oxoethyl]phosphonate_count=9	25_count=1	None	None	None
C1J8A0	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
C1J899	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
C1J897	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q2HY42	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Class B carbapenemase VIM-13 (Metallo-beta-lactamase VIM-13) (VIM-13)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.197;ampicillin_count=1;0.0155;meropenem_count=2;0.0185;Imipenem_count=3;0.076;Cephalothin_count=4;0.233;cefotaxime_count=5;0.509;ceftazidime_count=6;0.729;piperacillin_count=7;1.127;penicillin G_count=8;1.87;cefepime_count=9;0.056;cefuroxime_count=10	None	None	25_count=1	0.693;1,10-phenanthroline_count=1;2.526;EDTA_count=2;0.048;dipicolinic acid_count=3	10.0;ceftazidime_count=1;283.0;cefuroxime_count=2;362.0;piperacillin_count=3;61.0;cefepime_count=4;612.0;cefotaxime_count=5;656.0;Cephalothin_count=6;67.0;ampicillin_count=7;757.0;penicillin G_count=8;9.0;meropenem_count=9;54.0;Imipenem_count=10	None
